SHSE.000001,2.0000202375753986,0.0
SZSE.000001,1.7931313705774574,0.0
SHSE.000002,1.9998681227928792,0.0
SZSE.000002,1.342758936846726,0.0
SHSE.000003,0.0,0.0
SHSE.000004,2.3492095359305774,0.0
SZSE.000004,0.0,0.0
SHSE.000005,0.0,0.0
SZSE.000005,0.0,0.0
SHSE.000006,0.0,0.0
SZSE.000006,0.0,0.0
SHSE.000007,4.182048126334514,0.0
SZSE.000007,0.0,0.0
SHSE.000008,0.19029040058217972,0.0
SZSE.000008,0.0,0.0
SHSE.000009,4.772513142423854,0.0
SZSE.000009,11.203943561002987,0.0
SHSE.000010,0.0,0.0
SZSE.000010,0.0,0.0
SHSE.000011,0.5811958537188868,0.0
SZSE.000011,0.0,0.0
SHSE.000012,0.0,0.0
SZSE.000012,0.0,0.0
SHSE.000013,0.0,0.0
SZSE.000014,0.0,0.0
SHSE.000015,15.484047326482166,0.0
SHSE.000016,2.362651793805916,0.0
SZSE.000016,0.0,0.0
SHSE.000017,2.00171244597932,0.0
SZSE.000017,0.0,0.0
SHSE.000018,0.0,0.0
SZSE.000018,0.0,0.0
SHSE.000019,0.29917388842654274,0.0
SZSE.000019,0.0,0.0
SHSE.000020,5.506043672803782,0.0
SZSE.000020,0.0,0.0
SHSE.000021,1.1868054666451877,0.0
SZSE.000021,21.613532384911768,0.0
SHSE.000022,0.0,0.0
SZSE.000022,0.0,0.0
SHSE.000023,0.0,0.0
SZSE.000023,0.0,0.0
SZSE.000024,0.0,-23.159540317074917
SHSE.000025,0.0,0.0
SZSE.000025,9.029825670368854,0.0
SHSE.000026,0.0,0.0
SZSE.000026,0.0,0.0
SHSE.000027,0.0,0.0
SZSE.000027,19.4815842338556,0.0
SHSE.000028,2.3838263593666635,0.0
SZSE.000028,0.0,0.0
SHSE.000029,0.0,0.0
SZSE.000029,0.0,0.0
SHSE.000030,2.2068826582685466,0.0
SZSE.000030,0.0,0.0
SHSE.000031,0.0,0.0
SZSE.000031,5.791609222985129,0.0
SHSE.000032,0.0,0.0
SZSE.000032,0.0,0.0
SHSE.000033,1.6002688611146096,0.0
SZSE.000033,0.0,0.0
SHSE.000034,1.8948241607335776,0.0
SZSE.000034,9.690291614882167,0.0
SHSE.000035,2.758808736971596,0.0
SZSE.000035,0.0,0.0
SHSE.000036,3.1281168824699597,0.0
SZSE.000036,0.0,0.0
SHSE.000037,2.9350776320679053,0.0
SZSE.000037,0.0,0.0
SHSE.000038,0.0,0.0
SZSE.000038,0.0,0.0
SHSE.000039,0.0,0.0
SZSE.000039,0.0,0.0
SHSE.000040,0.0,0.0
SZSE.000040,7.583744573082198,0.0
SHSE.000041,0.0,0.0
SHSE.000042,0.0,0.0
SZSE.000042,0.0,0.0
SHSE.000043,0.0,0.0
SZSE.000043,0.0,0.0
SHSE.000044,1.8363602334447622,0.0
SHSE.000045,4.948145328728799,0.0
SZSE.000045,18.483613662922156,0.0
SHSE.000046,3.494848420124195,0.0
SZSE.000046,0.0,0.0
SHSE.000047,0.8692252247302038,0.0
SHSE.000048,0.0,0.0
SZSE.000048,0.0,0.0
SHSE.000049,0.14509913914635184,0.0
SZSE.000049,2.0220730125231077,0.0
SHSE.000050,1.8186656822747351,0.0
SZSE.000050,0.0,0.0
SHSE.000051,2.0505156026521205,0.0
SHSE.000052,1.6557440533802343,0.0
SHSE.000053,0.0,0.0
SHSE.000054,1.1505444595869878,0.0
SHSE.000055,1.9007002094846261,0.0
SZSE.000055,0.0,0.0
SHSE.000056,0.5102816258033117,0.0
SZSE.000056,0.0,0.0
SHSE.000057,2.378404473070394,0.0
SHSE.000058,0.0,0.0
SZSE.000058,0.0,0.0
SHSE.000059,2.2862088082824443,0.0
SZSE.000059,3.7385401327231507,0.0
SHSE.000060,0.6131937580403525,0.0
SZSE.000060,2.513261126668459,0.0
SHSE.000061,0.0,0.0
SZSE.000061,0.0,0.0
SHSE.000062,1.6178011581243021,0.0
SZSE.000062,0.0,0.0
SHSE.000063,0.9547862405112847,0.0
SZSE.000063,0.0,0.0
SHSE.000064,0.0,0.0
SHSE.000065,2.3411452693273676,0.0
SZSE.000065,0.0,0.0
SHSE.000066,3.6261828385090213,0.0
SZSE.000066,0.0,0.0
SHSE.000067,0.9188431030607296,0.0
SHSE.000068,2.4902144075328194,0.0
SZSE.000068,13.767335504073932,0.0
SHSE.000069,3.122267930598861,0.0
SZSE.000069,8.472612525846543,0.0
SHSE.000070,0.0,0.0
SZSE.000070,0.0,0.0
SHSE.000071,2.0986267351404218,0.0
SHSE.000072,2.0313084098398555,0.0
SHSE.000073,4.066607905256118,0.0
SHSE.000074,3.7396940968574794,0.0
SHSE.000075,0.0,0.0
SHSE.000076,0.0,0.0
SHSE.000077,0.0,0.0
SHSE.000078,0.0,0.0
SZSE.000078,9.02491536432787,0.0
SHSE.000079,0.0,0.0
SZSE.000088,0.0,0.0
SZSE.000089,0.0,0.0
SHSE.000090,2.3522893103086635,0.0
SZSE.000090,0.0,0.0
SHSE.000091,0.0,0.0
SHSE.000092,0.6365581707268642,0.0
SHSE.000093,1.226528861895827,0.0
SHSE.000094,0.0,0.0
SHSE.000095,0.9960492409434323,0.0
SHSE.000096,1.8228217306775938,0.0
