SZSE.002195,-inf,-inf,0.07918028333706115
SZSE.002460,-inf,-inf,0.142864343050848
SZSE.001872,-inf,-inf,0.05726385448423156
SHSE.603567,-inf,-inf,0.061874266587735385
SHSE.600354,-inf,-inf,0.10077281167168496
SHSE.688297,-inf,-inf,0.08430956166687027
SZSE.002788,-inf,-inf,0.05857259652264397
SHSE.603158,-inf,-inf,0.13527955342909606
SZSE.002328,-inf,-inf,0.08397118738792146
SHSE.600860,-inf,-inf,0.12800981485885202
SHSE.601963,-inf,-inf,0.050589664469488184
SHSE.600713,-inf,-inf,0.1064828480669693
SZSE.000576,-inf,-inf,0.0598403935579033
SHSE.600739,-inf,-inf,0.045704539463296244
SHSE.600331,-inf,-inf,0.11329634360742626
SZSE.000709,-inf,-inf,0.03140703091650999
SZSE.300442,-inf,-inf,0.10771635347314587
SHSE.688177,-inf,-inf,0.14137321562436575
SZSE.002171,-inf,-inf,0.0589408243767125
SZSE.000301,-inf,-inf,0.08486055828049077
SHSE.688026,-inf,-inf,0.07500358152804172
SZSE.002554,-inf,-inf,0.07286785309993478
SHSE.603217,-inf,-inf,0.07160616123713372
SZSE.000852,-inf,-inf,0.10807207719968637
SZSE.002610,-inf,-inf,0.19882176099939258
SHSE.600177,-inf,-inf,0.0440612324461106
SHSE.688135,-inf,-inf,0.10803036900593421
SHSE.603006,-inf,-inf,0.21128100580463863
SZSE.000514,-inf,-inf,0.12924460575198246
SHSE.600428,-inf,-inf,0.09661602481584106
SZSE.002239,-inf,-inf,0.11763456583980023
SZSE.301263,-inf,-inf,0.06493689224238064
SZSE.000409,-inf,-inf,0.2595155564454783
SZSE.300037,-inf,-inf,0.08414841993933626
SZSE.300624,-inf,-inf,0.17630561660281308
SHSE.688120,-inf,-inf,0.12413639490529137
SZSE.000788,-inf,-inf,0.06534003399106383
SHSE.603040,-inf,-inf,0.18520677284684237
SZSE.002570,-inf,-inf,0.05900532493563112
SZSE.300277,-inf,-inf,0.10286081506461806
SHSE.600000,-inf,-inf,0.037028919742463945
SHSE.603258,-inf,-inf,0.1602209485233805
SHSE.600061,-inf,-inf,0.05236869206231325
SZSE.002516,-inf,-inf,0.05793318456231762
SZSE.301229,-inf,-inf,0.08605879049989995
SHSE.600148,-inf,-inf,0.1609436227489631
SZSE.002299,-inf,-inf,0.07596664425177767
SHSE.603958,-inf,-inf,0.11030710347266136
SHSE.688279,-inf,-inf,0.13934550200953405
SHSE.603278,-inf,-inf,0.09991195382026785
SHSE.688218,-inf,-inf,0.10889479249727393
SZSE.300892,-inf,-inf,0.09965307786800665
SZSE.300026,-inf,-inf,0.07288165916900255
SZSE.300508,-inf,-inf,0.08796747763708192
SHSE.600908,-inf,-inf,0.06947923308508511
SZSE.002966,-inf,-inf,0.08542084862496817
