SHSE.605196,0.025515707738052146
SZSE.000885,0.02549017786835657
SZSE.002274,0.025447389023187772
SZSE.301309,0.025401637031397563
SHSE.600425,0.025361954477666735
SHSE.601107,0.02524160333744746
SZSE.002345,0.025035854072043017
SHSE.601101,0.024962715592171895
SHSE.603308,0.024457695386950976
SZSE.300890,0.024150538056047263
SZSE.301077,0.023717994106027877
SHSE.603137,0.023044810835140428
SHSE.603877,0.022574555256362757
SHSE.600097,0.02242820856969879
SHSE.688526,0.022170597717710062
SHSE.600603,0.021821448489002047
SHSE.603380,0.02177278333362572
SZSE.002543,0.021580320349855475
SZSE.002282,0.0213945960939153
SHSE.688722,0.02138249163679089
SZSE.300181,0.02117112669879663
SHSE.603889,0.021148352893305862
SZSE.003017,0.02113704637926786
SZSE.002327,0.02102060277648179
SHSE.600168,0.020463737577532132
SHSE.603167,0.020406348968073064
SHSE.603829,0.020253772435357028
SZSE.300401,0.020113956429259283
SZSE.002526,0.019702850072591583
SHSE.600180,0.01960720413476914
SHSE.601226,0.019257846210201966
SHSE.600980,0.019250789703544813
SHSE.603693,0.019096336036459684
SHSE.603158,0.01905311031732324
SZSE.002457,0.01903861151069127
SZSE.300644,0.018649077146729517
SZSE.300690,0.018641921490867304
SHSE.600846,0.01849432124166917
SHSE.603661,0.01822894121480992
SZSE.000779,0.018194379478304035
SZSE.300129,0.017412098061066174
SHSE.603518,0.01643960962206602
SHSE.603081,0.016085839522658914
SZSE.002955,0.015308305330697602
SZSE.300007,0.015222808688981014
SHSE.603967,0.012867439012221002
SZSE.002442,0.012506698860996453
SHSE.603037,0.011256070643714288
SHSE.603066,0.009242799288186065
SZSE.301168,0.007774919281926556
